id,text,labels,group,split,mp3_path
24643,Artist: seth carlin. Album: mozart in the age of enlightenment. Track: 05 sonata in a minor kv 310 andante cantabile con espressione wolfgang amadeus mozart. Excerpt 233-262 seconds.,classical|slow|piano,seth carlin,test,e/seth_carlin-mozart_in_the_age_of_enlightenment-05-sonata_in_a_minor__kv_310__andante_cantabile_con_espressione_wolfgang_amadeus_mozart-233-262.mp3
24646,Artist: seth carlin. Album: mozart in the age of enlightenment. Track: 05 sonata in a minor kv 310 andante cantabile con espressione wolfgang amadeus mozart. Excerpt 320-349 seconds.,piano,seth carlin,test,e/seth_carlin-mozart_in_the_age_of_enlightenment-05-sonata_in_a_minor__kv_310__andante_cantabile_con_espressione_wolfgang_amadeus_mozart-320-349.mp3
24647,Artist: seth carlin. Album: mozart in the age of enlightenment. Track: 05 sonata in a minor kv 310 andante cantabile con espressione wolfgang amadeus mozart. Excerpt 349-378 seconds.,fast|piano,seth carlin,test,e/seth_carlin-mozart_in_the_age_of_enlightenment-05-sonata_in_a_minor__kv_310__andante_cantabile_con_espressione_wolfgang_amadeus_mozart-349-378.mp3
24648,Artist: seth carlin. Album: mozart in the age of enlightenment. Track: 05 sonata in a minor kv 310 andante cantabile con espressione wolfgang amadeus mozart. Excerpt 378-407 seconds.,classical|slow|piano|quiet|soft|harp,seth carlin,test,e/seth_carlin-mozart_in_the_age_of_enlightenment-05-sonata_in_a_minor__kv_310__andante_cantabile_con_espressione_wolfgang_amadeus_mozart-378-407.mp3
24649,Artist: seth carlin. Album: mozart in the age of enlightenment. Track: 05 sonata in a minor kv 310 andante cantabile con espressione wolfgang amadeus mozart. Excerpt 407-436 seconds.,classical|piano,seth carlin,test,e/seth_carlin-mozart_in_the_age_of_enlightenment-05-sonata_in_a_minor__kv_310__andante_cantabile_con_espressione_wolfgang_amadeus_mozart-407-436.mp3
24650,Artist: seth carlin. Album: mozart in the age of enlightenment. Track: 05 sonata in a minor kv 310 andante cantabile con espressione wolfgang amadeus mozart. Excerpt 436-465 seconds.,classical|slow|piano,seth carlin,test,e/seth_carlin-mozart_in_the_age_of_enlightenment-05-sonata_in_a_minor__kv_310__andante_cantabile_con_espressione_wolfgang_amadeus_mozart-436-465.mp3
24674,Artist: ensemble mirable. Album: conversations galantes. Track: 05 sonata iv in c major allegromoderato. Excerpt 0-29 seconds.,classical|strings|violin|harpsichord|flute|baroque|orchestra,ensemble mirable,train,2/ensemble_mirable-conversations_galantes-05-sonata_iv_in_c_major_allegromoderato-0-29.mp3
24678,Artist: ensemble mirable. Album: conversations galantes. Track: 05 sonata iv in c major allegromoderato. Excerpt 117-146 seconds.,classical|strings|violin|harpsichord|flute|baroque,ensemble mirable,train,2/ensemble_mirable-conversations_galantes-05-sonata_iv_in_c_major_allegromoderato-117-146.mp3
24682,Artist: ensemble mirable. Album: conversations galantes. Track: 05 sonata iv in c major allegromoderato. Excerpt 233-262 seconds.,classical|violin,ensemble mirable,train,2/ensemble_mirable-conversations_galantes-05-sonata_iv_in_c_major_allegromoderato-233-262.mp3
24683,Artist: ensemble mirable. Album: conversations galantes. Track: 05 sonata iv in c major allegromoderato. Excerpt 262-291 seconds.,classical|flute,ensemble mirable,train,2/ensemble_mirable-conversations_galantes-05-sonata_iv_in_c_major_allegromoderato-262-291.mp3
24690,Artist: richard savino. Album: legrenzi venice before vivaldi. Track: 05 sonata la foscari a due violino e violone o faghotto. Excerpt 117-146 seconds.,classical|strings|violin|cello,richard savino,val,c/richard_savino-legrenzi__venice_before_vivaldi-05-sonata_la_foscari_a_due__violino_e_violone_o_faghotto-117-146.mp3
24706,Artist: paul beier. Album: michelagnolo galilei. Track: 05 sonate in f minor toccata corrente corrente volta. Excerpt 0-29 seconds.,guitar|slow|strings|no vocals|soft,paul beier,train,6/paul_beier-michelagnolo_galilei-05-sonate_in_f_minor_toccata_corrente_corrente_volta-0-29.mp3
24714,Artist: paul beier. Album: michelagnolo galilei. Track: 05 sonate in f minor toccata corrente corrente volta. Excerpt 233-262 seconds.,guitar|classical|slow|strings|solo|harp,paul beier,train,6/paul_beier-michelagnolo_galilei-05-sonate_in_f_minor_toccata_corrente_corrente_volta-233-262.mp3
24718,Artist: paul beier. Album: michelagnolo galilei. Track: 05 sonate in f minor toccata corrente corrente volta. Excerpt 349-378 seconds.,guitar|classical|slow|strings,paul beier,train,6/paul_beier-michelagnolo_galilei-05-sonate_in_f_minor_toccata_corrente_corrente_volta-349-378.mp3
24721,Artist: paul beier. Album: michelagnolo galilei. Track: 05 sonate in f minor toccata corrente corrente volta. Excerpt 436-465 seconds.,guitar,paul beier,train,6/paul_beier-michelagnolo_galilei-05-sonate_in_f_minor_toccata_corrente_corrente_volta-436-465.mp3
24725,Artist: john williams. Album: dusty porch. Track: 05 soon enough. Excerpt 30-59 seconds.,guitar|no vocals|country,john williams,train,6/john_williams-dusty_porch-05-soon_enough-30-59.mp3
24730,Artist: curl. Album: ultimate station. Track: 05 space crash. Excerpt 0-29 seconds.,drums|beats,curl,train,1/curl-ultimate_station-05-space_crash-0-29.mp3
24731,Artist: curl. Album: ultimate station. Track: 05 space crash. Excerpt 30-59 seconds.,guitar|slow|vocals|drums|electronic|beats|female|ambient|synth|pop|soft|new age|modern,curl,train,1/curl-ultimate_station-05-space_crash-30-59.mp3
24732,Artist: curl. Album: ultimate station. Track: 05 space crash. Excerpt 59-88 seconds.,pop,curl,train,1/curl-ultimate_station-05-space_crash-59-88.mp3
24733,Artist: curl. Album: ultimate station. Track: 05 space crash. Excerpt 88-117 seconds.,female|pop,curl,train,1/curl-ultimate_station-05-space_crash-88-117.mp3
24735,Artist: curl. Album: ultimate station. Track: 05 space crash. Excerpt 146-175 seconds.,slow|vocals|techno|electronic|beats|female|synth|electric,curl,train,1/curl-ultimate_station-05-space_crash-146-175.mp3
24737,Artist: curl. Album: ultimate station. Track: 05 space crash. Excerpt 204-233 seconds.,slow|techno|electronic|no vocals|fast|beats|synth|pop|modern,curl,train,1/curl-ultimate_station-05-space_crash-204-233.mp3
24739,Artist: curl. Album: ultimate station. Track: 05 space crash. Excerpt 262-291 seconds.,drums|female,curl,train,1/curl-ultimate_station-05-space_crash-262-291.mp3
24741,Artist: beatundercontrol. Album: the introduction. Track: 05 speechless. Excerpt 0-29 seconds.,techno|drums|electronic|beats|ambient|synth|weird|bass|no beat,beatundercontrol,val,c/beatundercontrol-the_introduction-05-speechless-0-29.mp3
24742,Artist: beatundercontrol. Album: the introduction. Track: 05 speechless. Excerpt 30-59 seconds.,techno|drums|electronic,beatundercontrol,val,c/beatundercontrol-the_introduction-05-speechless-30-59.mp3
24743,Artist: beatundercontrol. Album: the introduction. Track: 05 speechless. Excerpt 59-88 seconds.,electronic|no vocals,beatundercontrol,val,c/beatundercontrol-the_introduction-05-speechless-59-88.mp3
24746,Artist: beatundercontrol. Album: the introduction. Track: 05 speechless. Excerpt 146-175 seconds.,techno|drums|electronic|fast|beats|jazz|modern,beatundercontrol,val,c/beatundercontrol-the_introduction-05-speechless-146-175.mp3
24748,Artist: beatundercontrol. Album: the introduction. Track: 05 speechless. Excerpt 204-233 seconds.,guitar|fast|jazz,beatundercontrol,val,c/beatundercontrol-the_introduction-05-speechless-204-233.mp3
24749,Artist: beatundercontrol. Album: the introduction. Track: 05 speechless. Excerpt 233-262 seconds.,drums|electronic|rock|fast|beats|jazz|electric,beatundercontrol,val,c/beatundercontrol-the_introduction-05-speechless-233-262.mp3
24751,Artist: beatundercontrol. Album: the introduction. Track: 05 speechless. Excerpt 291-320 seconds.,no vocals|ambient|synth,beatundercontrol,val,c/beatundercontrol-the_introduction-05-speechless-291-320.mp3
24752,Artist: beatundercontrol. Album: the introduction. Track: 05 speechless. Excerpt 320-349 seconds.,drums|rock|ambient|jazz,beatundercontrol,val,c/beatundercontrol-the_introduction-05-speechless-320-349.mp3
24753,Artist: beatundercontrol. Album: the introduction. Track: 05 speechless. Excerpt 349-378 seconds.,techno|drums|beats,beatundercontrol,val,c/beatundercontrol-the_introduction-05-speechless-349-378.mp3
24756,Artist: beatundercontrol. Album: the introduction. Track: 05 speechless. Excerpt 436-465 seconds.,slow|techno|drums|electronic|no vocals|beats|ambient,beatundercontrol,val,c/beatundercontrol-the_introduction-05-speechless-436-465.mp3
24760,Artist: beatundercontrol. Album: the introduction. Track: 05 speechless. Excerpt 552-581 seconds.,techno|no vocals|synth|jazz,beatundercontrol,val,c/beatundercontrol-the_introduction-05-speechless-552-581.mp3
24761,Artist: beatundercontrol. Album: the introduction. Track: 05 speechless. Excerpt 581-610 seconds.,techno|electronic|beats,beatundercontrol,val,c/beatundercontrol-the_introduction-05-speechless-581-610.mp3
24763,Artist: beatundercontrol. Album: the introduction. Track: 05 speechless. Excerpt 639-668 seconds.,slow|synth|no piano,beatundercontrol,val,c/beatundercontrol-the_introduction-05-speechless-639-668.mp3
24766,Artist: beatundercontrol. Album: the introduction. Track: 05 speechless. Excerpt 726-755 seconds.,slow|no vocals|ambient|quiet|weird,beatundercontrol,val,c/beatundercontrol-the_introduction-05-speechless-726-755.mp3
24767,Artist: beatundercontrol. Album: the introduction. Track: 05 speechless. Excerpt 755-784 seconds.,no vocals|ambient|flute,beatundercontrol,val,c/beatundercontrol-the_introduction-05-speechless-755-784.mp3
24772,Artist: liquid zen. Album: elements at loop 10. Track: 05 spirit. Excerpt 59-88 seconds.,slow|vocals|electronic|trance,liquid zen,train,b/liquid_zen-elements_at_loop_10-05-spirit-59-88.mp3
24773,Artist: liquid zen. Album: elements at loop 10. Track: 05 spirit. Excerpt 88-117 seconds.,slow|vocals|techno|electronic|rock|male|synth|weird,liquid zen,train,b/liquid_zen-elements_at_loop_10-05-spirit-88-117.mp3
24775,Artist: liquid zen. Album: elements at loop 10. Track: 05 spirit. Excerpt 146-175 seconds.,vocals|male,liquid zen,train,b/liquid_zen-elements_at_loop_10-05-spirit-146-175.mp3
24777,Artist: liquid zen. Album: elements at loop 10. Track: 05 spirit. Excerpt 204-233 seconds.,techno,liquid zen,train,b/liquid_zen-elements_at_loop_10-05-spirit-204-233.mp3
24778,Artist: liquid zen. Album: elements at loop 10. Track: 05 spirit. Excerpt 233-262 seconds.,male,liquid zen,train,b/liquid_zen-elements_at_loop_10-05-spirit-233-262.mp3
24779,Artist: liquid zen. Album: elements at loop 10. Track: 05 spirit. Excerpt 262-291 seconds.,slow|rock|male|loud|modern,liquid zen,train,b/liquid_zen-elements_at_loop_10-05-spirit-262-291.mp3
24780,Artist: liquid zen. Album: elements at loop 10. Track: 05 spirit. Excerpt 291-320 seconds.,slow|electronic,liquid zen,train,b/liquid_zen-elements_at_loop_10-05-spirit-291-320.mp3
24781,Artist: liquid zen. Album: elements at loop 10. Track: 05 spirit. Excerpt 320-349 seconds.,guitar|vocals|indian|weird|no piano,liquid zen,train,b/liquid_zen-elements_at_loop_10-05-spirit-320-349.mp3
24783,Artist: indidginus. Album: sine language. Track: 05 spiritual spearmints. Excerpt 30-59 seconds.,vocals|electronic|synth|weird,indidginus,train,9/indidginus-sine_language-05-spiritual_spearmints-30-59.mp3
24784,Artist: indidginus. Album: sine language. Track: 05 spiritual spearmints. Excerpt 59-88 seconds.,electronic|ambient,indidginus,train,9/indidginus-sine_language-05-spiritual_spearmints-59-88.mp3
24787,Artist: indidginus. Album: sine language. Track: 05 spiritual spearmints. Excerpt 146-175 seconds.,electronic|no vocals,indidginus,train,9/indidginus-sine_language-05-spiritual_spearmints-146-175.mp3
24793,Artist: indidginus. Album: sine language. Track: 05 spiritual spearmints. Excerpt 320-349 seconds.,techno|electronic|weird,indidginus,train,9/indidginus-sine_language-05-spiritual_spearmints-320-349.mp3
24806,Artist: lisa debenedictis. Album: fruitless. Track: 05 stand alone. Excerpt 0-29 seconds.,slow|no vocals|beats|soft,lisa debenedictis,test,f/lisa_debenedictis-fruitless-05-stand_alone-0-29.mp3
24812,Artist: lisa debenedictis. Album: fruitless. Track: 05 stand alone. Excerpt 175-204 seconds.,vocals|female|pop,lisa debenedictis,test,f/lisa_debenedictis-fruitless-05-stand_alone-175-204.mp3
24813,Artist: dj markitos. Album: slower emotions138 bpm remixes. Track: 05 starship earth 138 bpm remix. Excerpt 0-29 seconds.,techno|electronic|beats|synth,dj markitos,train,6/dj_markitos-slower_emotions138_bpm_remixes-05-starship_earth_138_bpm_remix-0-29.mp3
24814,Artist: dj markitos. Album: slower emotions138 bpm remixes. Track: 05 starship earth 138 bpm remix. Excerpt 30-59 seconds.,techno|beats|dance,dj markitos,train,6/dj_markitos-slower_emotions138_bpm_remixes-05-starship_earth_138_bpm_remix-30-59.mp3
24815,Artist: dj markitos. Album: slower emotions138 bpm remixes. Track: 05 starship earth 138 bpm remix. Excerpt 59-88 seconds.,techno|electronic|no vocals,dj markitos,train,6/dj_markitos-slower_emotions138_bpm_remixes-05-starship_earth_138_bpm_remix-59-88.mp3
24816,Artist: dj markitos. Album: slower emotions138 bpm remixes. Track: 05 starship earth 138 bpm remix. Excerpt 88-117 seconds.,techno|electronic|fast|beats|pop|dance,dj markitos,train,6/dj_markitos-slower_emotions138_bpm_remixes-05-starship_earth_138_bpm_remix-88-117.mp3
24817,Artist: dj markitos. Album: slower emotions138 bpm remixes. Track: 05 starship earth 138 bpm remix. Excerpt 117-146 seconds.,techno,dj markitos,train,6/dj_markitos-slower_emotions138_bpm_remixes-05-starship_earth_138_bpm_remix-117-146.mp3
24820,Artist: dj markitos. Album: slower emotions138 bpm remixes. Track: 05 starship earth 138 bpm remix. Excerpt 204-233 seconds.,electronic|dance,dj markitos,train,6/dj_markitos-slower_emotions138_bpm_remixes-05-starship_earth_138_bpm_remix-204-233.mp3
24821,Artist: dj markitos. Album: slower emotions138 bpm remixes. Track: 05 starship earth 138 bpm remix. Excerpt 233-262 seconds.,techno|fast|dance,dj markitos,train,6/dj_markitos-slower_emotions138_bpm_remixes-05-starship_earth_138_bpm_remix-233-262.mp3
24822,Artist: dj markitos. Album: slower emotions138 bpm remixes. Track: 05 starship earth 138 bpm remix. Excerpt 262-291 seconds.,techno|electronic|fast|trance,dj markitos,train,6/dj_markitos-slower_emotions138_bpm_remixes-05-starship_earth_138_bpm_remix-262-291.mp3
24825,Artist: dj markitos. Album: slower emotions138 bpm remixes. Track: 05 starship earth 138 bpm remix. Excerpt 349-378 seconds.,techno|beats|dance,dj markitos,train,6/dj_markitos-slower_emotions138_bpm_remixes-05-starship_earth_138_bpm_remix-349-378.mp3
24826,Artist: dj markitos. Album: slower emotions138 bpm remixes. Track: 05 starship earth 138 bpm remix. Excerpt 378-407 seconds.,techno,dj markitos,train,6/dj_markitos-slower_emotions138_bpm_remixes-05-starship_earth_138_bpm_remix-378-407.mp3
24828,Artist: dj markitos. Album: slower emotions138 bpm remixes. Track: 05 starship earth 138 bpm remix. Excerpt 436-465 seconds.,techno|dance,dj markitos,train,6/dj_markitos-slower_emotions138_bpm_remixes-05-starship_earth_138_bpm_remix-436-465.mp3
24829,Artist: dj markitos. Album: slower emotions138 bpm remixes. Track: 05 starship earth 138 bpm remix. Excerpt 465-494 seconds.,beats|dance,dj markitos,train,6/dj_markitos-slower_emotions138_bpm_remixes-05-starship_earth_138_bpm_remix-465-494.mp3
24831,Artist: jeff wahl. Album: guinevere. Track: 05 starting over. Excerpt 30-59 seconds.,guitar,jeff wahl,train,1/jeff_wahl-guinevere-05-starting_over-30-59.mp3
24832,Artist: jeff wahl. Album: guinevere. Track: 05 starting over. Excerpt 59-88 seconds.,guitar|no vocals|folk,jeff wahl,train,1/jeff_wahl-guinevere-05-starting_over-59-88.mp3
24834,Artist: jeff wahl. Album: guinevere. Track: 05 starting over. Excerpt 117-146 seconds.,guitar,jeff wahl,train,1/jeff_wahl-guinevere-05-starting_over-117-146.mp3
24835,Artist: jeff wahl. Album: guinevere. Track: 05 starting over. Excerpt 146-175 seconds.,guitar|no vocals|fast|harp,jeff wahl,train,1/jeff_wahl-guinevere-05-starting_over-146-175.mp3
24838,Artist: kitka. Album: nectar. Track: 05 stoinole stokole macedonia. Excerpt 30-59 seconds.,slow|vocals|female|choir|chanting,kitka,train,a/kitka-nectar-05-stoinole_stokole_macedonia-30-59.mp3
24841,Artist: wicked boy. Album: the treatment. Track: 05 strange days. Excerpt 0-29 seconds.,techno|electronic|no vocals|synth|weird|bass,wicked boy,train,7/wicked_boy-the_treatment-05-strange_days-0-29.mp3
24843,Artist: wicked boy. Album: the treatment. Track: 05 strange days. Excerpt 59-88 seconds.,rock,wicked boy,train,7/wicked_boy-the_treatment-05-strange_days-59-88.mp3
24844,Artist: wicked boy. Album: the treatment. Track: 05 strange days. Excerpt 88-117 seconds.,vocals|techno|electronic|rock|loud|heavy|electric,wicked boy,train,7/wicked_boy-the_treatment-05-strange_days-88-117.mp3
24845,Artist: wicked boy. Album: the treatment. Track: 05 strange days. Excerpt 117-146 seconds.,synth|modern,wicked boy,train,7/wicked_boy-the_treatment-05-strange_days-117-146.mp3
24847,Artist: wicked boy. Album: the treatment. Track: 05 strange days. Excerpt 175-204 seconds.,techno|electronic|rock|synth|loud|trance,wicked boy,train,7/wicked_boy-the_treatment-05-strange_days-175-204.mp3
24864,Artist: jamie janover. Album: evolutions. Track: 05 subaqueous turbulence. Excerpt 146-175 seconds.,guitar|slow|piano|quiet,jamie janover,train,2/jamie_janover-evolutions-05-subaqueous_turbulence-146-175.mp3
24865,Artist: jamie janover. Album: evolutions. Track: 05 subaqueous turbulence. Excerpt 175-204 seconds.,classical,jamie janover,train,2/jamie_janover-evolutions-05-subaqueous_turbulence-175-204.mp3
24866,Artist: jamie janover. Album: evolutions. Track: 05 subaqueous turbulence. Excerpt 204-233 seconds.,slow|piano,jamie janover,train,2/jamie_janover-evolutions-05-subaqueous_turbulence-204-233.mp3
24868,Artist: jamie janover. Album: evolutions. Track: 05 subaqueous turbulence. Excerpt 262-291 seconds.,guitar|classical|piano,jamie janover,train,2/jamie_janover-evolutions-05-subaqueous_turbulence-262-291.mp3
24871,Artist: jamie janover. Album: evolutions. Track: 05 subaqueous turbulence. Excerpt 349-378 seconds.,guitar|classical|piano|harpsichord,jamie janover,train,2/jamie_janover-evolutions-05-subaqueous_turbulence-349-378.mp3
24872,Artist: jamie janover. Album: evolutions. Track: 05 subaqueous turbulence. Excerpt 378-407 seconds.,piano|quiet|no piano,jamie janover,train,2/jamie_janover-evolutions-05-subaqueous_turbulence-378-407.mp3
24874,Artist: very large array. Album: stuff. Track: 05 submerge. Excerpt 30-59 seconds.,guitar|rock|male|pop,very large array,train,3/very_large_array-stuff-05-submerge-30-59.mp3
24875,Artist: very large array. Album: stuff. Track: 05 submerge. Excerpt 59-88 seconds.,guitar,very large array,train,3/very_large_array-stuff-05-submerge-59-88.mp3
24877,Artist: very large array. Album: stuff. Track: 05 submerge. Excerpt 117-146 seconds.,rock|male|loud,very large array,train,3/very_large_array-stuff-05-submerge-117-146.mp3
24879,Artist: very large array. Album: stuff. Track: 05 submerge. Excerpt 175-204 seconds.,rock|loud,very large array,train,3/very_large_array-stuff-05-submerge-175-204.mp3
24898,Artist: vito paternoster. Album: cd1bach cello suites. Track: 05 suite i in sol maggiore menuet i e ii. Excerpt 0-29 seconds.,classical|slow|strings|violin|cello,vito paternoster,train,1/vito_paternoster-cd1bach_cello_suites-05-suite_i_in_sol_maggiore__menuet_i_e_ii-0-29.mp3
24899,Artist: vito paternoster. Album: cd1bach cello suites. Track: 05 suite i in sol maggiore menuet i e ii. Excerpt 30-59 seconds.,classical|strings|violin|cello,vito paternoster,train,1/vito_paternoster-cd1bach_cello_suites-05-suite_i_in_sol_maggiore__menuet_i_e_ii-30-59.mp3
24902,Artist: vito paternoster. Album: cd1bach cello suites. Track: 05 suite i in sol maggiore menuet i e ii. Excerpt 117-146 seconds.,classical|violin|cello,vito paternoster,train,1/vito_paternoster-cd1bach_cello_suites-05-suite_i_in_sol_maggiore__menuet_i_e_ii-117-146.mp3
24903,Artist: vito paternoster. Album: cd1bach cello suites. Track: 05 suite i in sol maggiore menuet i e ii. Excerpt 146-175 seconds.,no vocals|cello,vito paternoster,train,1/vito_paternoster-cd1bach_cello_suites-05-suite_i_in_sol_maggiore__menuet_i_e_ii-146-175.mp3
24904,Artist: vito paternoster. Album: cd1bach cello suites. Track: 05 suite i in sol maggiore menuet i e ii. Excerpt 175-204 seconds.,classical|cello,vito paternoster,train,1/vito_paternoster-cd1bach_cello_suites-05-suite_i_in_sol_maggiore__menuet_i_e_ii-175-204.mp3
24906,Artist: vito paternoster. Album: cd2bach cello suites. Track: 05 suite iii in do maggiore bourree i e ii. Excerpt 30-59 seconds.,classical|violin|cello,vito paternoster,train,2/vito_paternoster-cd2bach_cello_suites-05-suite_iii_in_do_maggiore__bourree_i_e_ii-30-59.mp3
24908,Artist: vito paternoster. Album: cd2bach cello suites. Track: 05 suite iii in do maggiore bourree i e ii. Excerpt 88-117 seconds.,classical|solo|cello,vito paternoster,train,2/vito_paternoster-cd2bach_cello_suites-05-suite_iii_in_do_maggiore__bourree_i_e_ii-88-117.mp3
24913,Artist: les filles de sainte colombe. Album: german music for viols and harpsichord. Track: 05 suite in a minor sheidt. Excerpt 0-29 seconds.,violin,les filles de sainte colombe,train,3/les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-05-suite_in_a_minor_sheidt-0-29.mp3
24914,Artist: les filles de sainte colombe. Album: german music for viols and harpsichord. Track: 05 suite in a minor sheidt. Excerpt 30-59 seconds.,classical|slow|strings|violin|harpsichord,les filles de sainte colombe,train,3/les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-05-suite_in_a_minor_sheidt-30-59.mp3
24915,Artist: les filles de sainte colombe. Album: german music for viols and harpsichord. Track: 05 suite in a minor sheidt. Excerpt 59-88 seconds.,classical|strings|violin|harpsichord,les filles de sainte colombe,train,3/les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-05-suite_in_a_minor_sheidt-59-88.mp3
24916,Artist: les filles de sainte colombe. Album: german music for viols and harpsichord. Track: 05 suite in a minor sheidt. Excerpt 88-117 seconds.,strings|violin,les filles de sainte colombe,train,3/les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-05-suite_in_a_minor_sheidt-88-117.mp3
24917,Artist: les filles de sainte colombe. Album: german music for viols and harpsichord. Track: 05 suite in a minor sheidt. Excerpt 117-146 seconds.,classical|violin,les filles de sainte colombe,train,3/les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-05-suite_in_a_minor_sheidt-117-146.mp3
24920,Artist: les filles de sainte colombe. Album: german music for viols and harpsichord. Track: 05 suite in a minor sheidt. Excerpt 204-233 seconds.,classical|strings|harpsichord|baroque,les filles de sainte colombe,train,3/les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-05-suite_in_a_minor_sheidt-204-233.mp3
24922,Artist: les filles de sainte colombe. Album: german music for viols and harpsichord. Track: 05 suite in a minor sheidt. Excerpt 262-291 seconds.,classical|harpsichord|baroque,les filles de sainte colombe,train,3/les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-05-suite_in_a_minor_sheidt-262-291.mp3
24923,Artist: les filles de sainte colombe. Album: german music for viols and harpsichord. Track: 05 suite in a minor sheidt. Excerpt 291-320 seconds.,classical|strings,les filles de sainte colombe,train,3/les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-05-suite_in_a_minor_sheidt-291-320.mp3
24928,Artist: les filles de sainte colombe. Album: german music for viols and harpsichord. Track: 05 suite in a minor sheidt. Excerpt 436-465 seconds.,classical|violin,les filles de sainte colombe,train,3/les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-05-suite_in_a_minor_sheidt-436-465.mp3
24929,Artist: les filles de sainte colombe. Album: german music for viols and harpsichord. Track: 05 suite in a minor sheidt. Excerpt 465-494 seconds.,classical|strings|no vocals,les filles de sainte colombe,train,3/les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-05-suite_in_a_minor_sheidt-465-494.mp3
24931,Artist: les filles de sainte colombe. Album: german music for viols and harpsichord. Track: 05 suite in a minor sheidt. Excerpt 523-552 seconds.,classical|strings|no vocals|violin|harpsichord|soft,les filles de sainte colombe,train,3/les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-05-suite_in_a_minor_sheidt-523-552.mp3
24935,Artist: hanneke van proosdij. Album: harpsichord suites of chambonnieres. Track: 05 suite in d minor sarabande. Excerpt 59-88 seconds.,classical|harpsichord|baroque,hanneke van proosdij,train,b/hanneke_van_proosdij-harpsichord_suites_of_chambonnieres-05-suite_in_d_minor__sarabande-59-88.mp3
24936,Artist: hanneke van proosdij. Album: harpsichord suites of chambonnieres. Track: 05 suite in d minor sarabande. Excerpt 88-117 seconds.,classical|strings|harpsichord,hanneke van proosdij,train,b/hanneke_van_proosdij-harpsichord_suites_of_chambonnieres-05-suite_in_d_minor__sarabande-88-117.mp3
24942,Artist: katherine roberts perl. Album: j s bach french suites. Track: 05 suite no 4 in e flat major bwv 815 menuet. Excerpt 0-29 seconds.,classical|strings|harpsichord|solo|harp|baroque,katherine roberts perl,test,d/katherine_roberts_perl-j_s__bach_french_suites-05-suite_no_4_in_e_flat_major_bwv_815_menuet-0-29.mp3
24964,Artist: plunkett. Album: 14 days. Track: 05 sun shines. Excerpt 30-59 seconds.,male,plunkett,train,a/plunkett-14_days-05-sun_shines-30-59.mp3
24967,Artist: plunkett. Album: 14 days. Track: 05 sun shines. Excerpt 117-146 seconds.,guitar|male,plunkett,train,a/plunkett-14_days-05-sun_shines-117-146.mp3
24971,Artist: plunkett. Album: 14 days. Track: 05 sun shines. Excerpt 233-262 seconds.,guitar|male|pop|country,plunkett,train,a/plunkett-14_days-05-sun_shines-233-262.mp3
24974,Artist: magnatune. Album: relaxation spa. Track: 05 sunday driver touchinggrace. Excerpt 30-59 seconds.,drums,magnatune,test,f/magnatune-relaxation_spa-05-sunday_driver_touchinggrace-30-59.mp3
24977,Artist: magnatune. Album: relaxation spa. Track: 05 sunday driver touchinggrace. Excerpt 117-146 seconds.,guitar|strings|drums|indian|sitar|modern,magnatune,test,f/magnatune-relaxation_spa-05-sunday_driver_touchinggrace-117-146.mp3
24980,Artist: touchinggrace. Album: happenstance. Track: 05 sunday driver. Excerpt 0-29 seconds.,guitar|slow|drums|no vocals|beats|synth|indian|soft|sitar,touchinggrace,val,c/touchinggrace-happenstance-05-sunday_driver-0-29.mp3
24981,Artist: touchinggrace. Album: happenstance. Track: 05 sunday driver. Excerpt 30-59 seconds.,guitar|strings|drums|indian|sitar,touchinggrace,val,c/touchinggrace-happenstance-05-sunday_driver-30-59.mp3
24983,Artist: touchinggrace. Album: happenstance. Track: 05 sunday driver. Excerpt 88-117 seconds.,guitar|sitar,touchinggrace,val,c/touchinggrace-happenstance-05-sunday_driver-88-117.mp3
24984,Artist: touchinggrace. Album: happenstance. Track: 05 sunday driver. Excerpt 117-146 seconds.,indian|sitar,touchinggrace,val,c/touchinggrace-happenstance-05-sunday_driver-117-146.mp3
24997,Artist: artemis. Album: orbits. Track: 05 sync or swim breakshop studios mix dj f. Excerpt 0-29 seconds.,techno|drums|beats,artemis,train,9/artemis-orbits-05-sync_or_swim_breakshop_studios_mix__dj_f-0-29.mp3
25001,Artist: artemis. Album: orbits. Track: 05 sync or swim breakshop studios mix dj f. Excerpt 117-146 seconds.,techno|female,artemis,train,9/artemis-orbits-05-sync_or_swim_breakshop_studios_mix__dj_f-117-146.mp3
25009,Artist: artemis. Album: orbits. Track: 05 sync or swim breakshop studios mix dj f. Excerpt 349-378 seconds.,vocals|female,artemis,train,9/artemis-orbits-05-sync_or_swim_breakshop_studios_mix__dj_f-349-378.mp3
