id,text,labels,group,split,genre_top,subset
82464,"Track: Not Too Soon. Artist: Throwing Muses. Album: Live on Noise from Neville 1985. From USA. Tags: david narcizo, tanya donelly, kristin hersh, alternative rock, throwing muses.",Rock,Throwing Muses,test,Rock,small
82465,"Track: Doghouse / The Burrow. Artist: Throwing Muses. Album: Live on Noise from Neville 1985. From USA. Tags: david narcizo, tanya donelly, kristin hersh, alternative rock, throwing muses.",Rock,Throwing Muses,test,Rock,medium
82466,"Track: Dirt Is On The Floor. Artist: Throwing Muses. Album: Live on Noise from Neville 1985. From USA. Tags: david narcizo, tanya donelly, kristin hersh, alternative rock, throwing muses.",Rock,Throwing Muses,test,Rock,medium
82467,"Track: The Letter / The Party. Artist: Throwing Muses. Album: Live on Noise from Neville 1985. From USA. Tags: david narcizo, tanya donelly, kristin hersh, alternative rock, throwing muses.",Rock,Throwing Muses,test,Rock,medium
82468,"Track: America (She Can't Say No). Artist: Throwing Muses. Album: Live on Noise from Neville 1985. From USA. Tags: david narcizo, tanya donelly, kristin hersh, alternative rock, throwing muses.",Rock,Throwing Muses,test,Rock,medium
82469,"Track: And A She-Wolf After The War. Artist: Throwing Muses. Album: Live on Noise from Neville 1985. From USA. Tags: david narcizo, tanya donelly, kristin hersh, alternative rock, throwing muses.",Rock,Throwing Muses,test,Rock,medium
82499,"Track: Feijão. Artist: Dr. Quandary. Album: netBloc Vol. 42: Life, The Universe & Everything. Tags: dr quandary.",Trip-Hop|Electronic,Dr. Quandary,train,Electronic,medium
82501,"Track: Nevado. Artist: Zhada. Album: netBloc Vol. 42: Life, The Universe & Everything. Tags: zhada.",Trip-Hop|Electronic,Zhada,train,Electronic,medium
82502,"Track: SYNESTHESIA. Artist: Devaine. Album: netBloc Vol. 42: Life, The Universe & Everything. Tags: devaine.",Hip-Hop,Devaine,train,Hip-Hop,medium
82504,"Track: diku. Artist: Pavel Tukki. Album: netBloc Vol. 42: Life, The Universe & Everything. Tags: pavel tukki.",Jazz,Pavel Tukki,train,Jazz,medium
82505,"Track: Solitude. Artist: Entertainment for the Braindead. Album: netBloc Vol. 42: Life, The Universe & Everything. From Berlin, Germany. Tags: entertainment for the braindead.",Folk,Entertainment for the Braindead,train,Folk,small
82506,"Track: EggShells. Artist: Dead Poets. Album: netBloc Vol. 42: Life, The Universe & Everything. Tags: dead poets.",Hip-Hop,Dead Poets,train,Hip-Hop,medium
82507,"Track: Time Lines. Artist: Pete Lund. Album: netBloc Vol. 42: Life, The Universe & Everything. From Buffalo, New York. Tags: pete lund.",Folk,Pete Lund,train,Folk,small
82509,"Track: Monochromatic Butterfly. Artist: Divenere. Album: netBloc Vol. 42: Life, The Universe & Everything. Tags: divenere.",Rock,Divenere,train,Rock,medium
82515,"Track: AmeriKan Idle (12"" Mixx). Artist: The Impossebulls. Album: AmeriKan Idle B/W Shadow of Thought. Tags: chuck d, the impossebulls.",Hip-Hop,The Impossebulls,test,Hip-Hop,medium
82519,"Track: AmeriKan Idle (Instrumental). Artist: The Impossebulls. Album: AmeriKan Idle B/W Shadow of Thought. Tags: chuck d, the impossebulls.",Hip-Hop,The Impossebulls,test,Hip-Hop,medium
82522,"Track: Drippin' Down. Artist: Thee Open Sex. Album: Live on WFMU's Airborne Event - April 1, 2013. From Bloomington, IN. Tags: thee open sex.",Psych-Rock|Rock,Thee Open Sex,train,Rock,medium
82523,"Track: Peanut Butter. Artist: Thee Open Sex. Album: Live on WFMU's Airborne Event - April 1, 2013. From Bloomington, IN. Tags: thee open sex.",Psych-Rock|Rock,Thee Open Sex,train,Rock,medium
82525,"Track: Walkin' The Dog. Artist: Thee Open Sex. Album: Live on WFMU's Airborne Event - April 1, 2013. From Bloomington, IN. Tags: thee open sex.",Psych-Rock|Rock,Thee Open Sex,train,Rock,medium
82526,"Track: No Voodoo. Artist: Allah-Las. Album: Live on WFMU's Three Chord Monte with Joe Belock - April 9, 2013. From Los Angeles, California. Tags: allah-las.",Rock|Garage,Allah-Las,train,Rock,medium
82527,"Track: Don't You Forget It. Artist: Allah-Las. Album: Live on WFMU's Three Chord Monte with Joe Belock - April 9, 2013. From Los Angeles, California. Tags: allah-las.",Rock|Garage,Allah-Las,train,Rock,medium
82528,"Track: I Had It All. Artist: Allah-Las. Album: Live on WFMU's Three Chord Monte with Joe Belock - April 9, 2013. From Los Angeles, California. Tags: allah-las.",Rock|Garage,Allah-Las,train,Rock,medium
82529,"Track: Tell Me What's On Your Mind. Artist: Allah-Las. Album: Live on WFMU's Three Chord Monte with Joe Belock - April 9, 2013. From Los Angeles, California. Tags: allah-las.",Rock|Garage,Allah-Las,train,Rock,medium
82530,"Track: Busman's Holiday. Artist: Allah-Las. Album: Live on WFMU's Three Chord Monte with Joe Belock - April 9, 2013. From Los Angeles, California. Tags: allah-las.",Rock|Garage,Allah-Las,train,Rock,medium
82531,"Track: No Werewolf. Artist: Allah-Las. Album: Live on WFMU's Three Chord Monte with Joe Belock - April 9, 2013. From Los Angeles, California. Tags: allah-las.",Rock|Garage,Allah-Las,train,Rock,medium
82579,"Track: Adhesive. Artist: Container. Album: Live on WFMU's Distort Jersey City with Deed Runlea - April 3, 2013. From Providence, RI. Tags: container.",Techno|Electronic,Container,train,Electronic,medium
82580,"Track: Interior. Artist: Container. Album: Live on WFMU's Distort Jersey City with Deed Runlea - April 3, 2013. From Providence, RI. Tags: container.",Techno|Electronic,Container,train,Electronic,medium
82581,"Track: Perforate. Artist: Container. Album: Live on WFMU's Distort Jersey City with Deed Runlea - April 3, 2013. From Providence, RI. Tags: container.",Techno|Electronic,Container,train,Electronic,medium
82582,"Track: Saturated. Artist: Container. Album: Live on WFMU's Distort Jersey City with Deed Runlea - April 3, 2013. From Providence, RI. Tags: container.",Techno|Electronic,Container,train,Electronic,medium
82583,"Track: Treatment. Artist: Container. Album: Live on WFMU's Distort Jersey City with Deed Runlea - April 3, 2013. From Providence, RI. Tags: container.",Techno|Electronic,Container,train,Electronic,medium
82584,"Track: Acclimator. Artist: Container. Album: Live on WFMU's Distort Jersey City with Deed Runlea - April 3, 2013. From Providence, RI. Tags: container.",Techno|Electronic,Container,train,Electronic,medium
82585,"Track: Obstruction. Artist: Container. Album: Live on WFMU's Distort Jersey City with Deed Runlea - April 3, 2013. From Providence, RI. Tags: container.",Techno|Electronic,Container,train,Electronic,medium
82622,Track: Redkosh [Original Version]. Artist: Nebulo. Album: Redkosh. Tags: nebulo.,Glitch|IDM|Electronic,Nebulo,val,Electronic,medium
82628,Track: WorldToday (Original version). Artist: Herbata. Album: World Today. From Barcelona (Spain). Tags: herbata.,International|Reggae - Dub,Herbata,train,International,small
82629,Track: WorldToday (Chalart58 version). Artist: Herbata. Album: World Today. From Barcelona (Spain). Tags: herbata.,International|Reggae - Dub,Herbata,train,International,small
82630,Track: WorldToday (Pope version). Artist: Herbata. Album: World Today. From Barcelona (Spain). Tags: herbata.,International|Reggae - Dub,Herbata,train,International,small
82631,Track: WorldToday (La Crema version - Herbata Vocal Rework). Artist: Herbata. Album: World Today. From Barcelona (Spain). Tags: herbata.,International|Reggae - Dub,Herbata,train,International,small
82648,Track: The Trust. Artist: Litmus. Album: Perception Of Light. From France. Tags: litmus.,Ambient Electronic|Electronic,Litmus,train,Electronic,medium
82649,Track: About The Birds. Artist: Litmus. Album: Perception Of Light. From France. Tags: litmus.,Ambient Electronic|Electronic,Litmus,train,Electronic,medium
82654,Track: Love The Way You Play. Artist: Litmus. Album: Perception Of Light. From France. Tags: litmus.,Ambient Electronic|Electronic,Litmus,train,Electronic,medium
82679,"Track: The Subconscious. Artist: Inside the Mind. Album: Degeneration. From Volzhsky, Russia. Tags: inside the mind.",Rock|Loud-Rock|Garage|Noise-Rock|Lo-Fi,Inside the Mind,val,Rock,medium
82687,"Track: Simple things. Artist: Inside the Mind. Album: Degeneration. From Volzhsky, Russia. Tags: inside the mind.",Rock|Loud-Rock|Garage|Noise-Rock|Lo-Fi,Inside the Mind,val,Rock,medium
82695,"Track: Ldom. Artist: Riverhorse. Album: SPLT. From Moskow, Russia. Tags: riverhorse.",Rock|Loud-Rock|Garage|Noise-Rock|Lo-Fi,Riverhorse,train,Rock,medium
82701,"Track: Nothing. Artist: Inside the Mind. Album: SPLT. From Volzhsky, Russia. Tags: inside the mind.",Rock|Loud-Rock|Garage|Noise-Rock|Lo-Fi,Inside the Mind,val,Rock,medium
82702,"Track: RyanAir 73S. Artist: Illocanblo. Album: Lightframe Loretta. Tags: experimental electronica, dub techno, illocanblo, electro, idm, sobrio, techno, section 27, downtempo, glitch, illocanblo.",Glitch|Downtempo|Techno|Electronic,Illocanblo,train,Electronic,medium
82703,"Track: Greenheys. Artist: Illocanblo. Album: Lightframe Loretta. Tags: experimental electronica, dub techno, illocanblo, electro, idm, sobrio, techno, section 27, downtempo, glitch, illocanblo.",Glitch|Downtempo|Techno|Electronic,Illocanblo,train,Electronic,medium
82704,"Track: Zerr. Artist: Illocanblo. Album: Lightframe Loretta. Tags: experimental electronica, dub techno, illocanblo, electro, idm, sobrio, techno, section 27, downtempo, glitch, illocanblo.",Glitch|Downtempo|Techno|Electronic,Illocanblo,train,Electronic,medium
82705,"Track: Logue. Artist: Illocanblo. Album: Lightframe Loretta. Tags: experimental electronica, dub techno, illocanblo, electro, idm, sobrio, techno, section 27, downtempo, glitch, illocanblo.",Glitch|Downtempo|Techno|Electronic,Illocanblo,train,Electronic,medium
82706,"Track: Nolan Thing 3. Artist: Illocanblo. Album: Lightframe Loretta. Tags: experimental electronica, dub techno, illocanblo, electro, idm, sobrio, techno, section 27, downtempo, glitch, illocanblo.",Glitch|Downtempo|Techno|Electronic,Illocanblo,train,Electronic,medium
82707,"Track: Landing. Artist: Illocanblo. Album: Lightframe Loretta. Tags: experimental electronica, dub techno, illocanblo, electro, idm, sobrio, techno, section 27, downtempo, glitch, illocanblo.",Glitch|Downtempo|Techno|Electronic,Illocanblo,train,Electronic,medium
82708,"Track: Coz. Artist: Illocanblo. Album: Lightframe Loretta. Tags: experimental electronica, dub techno, illocanblo, electro, idm, sobrio, techno, section 27, downtempo, glitch, illocanblo.",Glitch|Downtempo|Techno|Electronic,Illocanblo,train,Electronic,medium
82709,"Track: Sluni. Artist: Illocanblo. Album: Lightframe Loretta. Tags: experimental electronica, dub techno, illocanblo, electro, idm, sobrio, techno, section 27, downtempo, glitch, illocanblo.",Glitch|Downtempo|Techno|Electronic,Illocanblo,train,Electronic,medium
82711,"Track: N N R M L Z M. Artist: Illocanblo. Album: Lightframe Loretta. Tags: experimental electronica, dub techno, illocanblo, electro, idm, sobrio, techno, section 27, downtempo, glitch, illocanblo.",Glitch|Downtempo|Techno|Electronic,Illocanblo,train,Electronic,medium
82712,"Track: Antigone. Artist: Illocanblo. Album: Lightframe Loretta. Tags: experimental electronica, dub techno, illocanblo, electro, idm, sobrio, techno, section 27, downtempo, glitch, illocanblo.",Glitch|Downtempo|Techno|Electronic,Illocanblo,train,Electronic,medium
82713,"Track: Koelibus 2. Artist: Illocanblo. Album: Lightframe Loretta. Tags: experimental electronica, dub techno, illocanblo, electro, idm, sobrio, techno, section 27, downtempo, glitch, illocanblo.",Glitch|Downtempo|Techno|Electronic,Illocanblo,train,Electronic,medium
82714,"Track: Eidsborg. Artist: Illocanblo. Album: Lightframe Loretta. Tags: experimental electronica, dub techno, illocanblo, electro, idm, sobrio, techno, section 27, downtempo, glitch, illocanblo.",Glitch|Downtempo|Techno|Electronic,Illocanblo,train,Electronic,medium
82715,"Track: Eidsborg (Sobrio Remix). Artist: Illocanblo. Album: Lightframe Loretta. Tags: experimental electronica, dub techno, illocanblo, electro, idm, sobrio, techno, section 27, downtempo, glitch, illocanblo.",Glitch|Downtempo|Techno|Electronic,Illocanblo,train,Electronic,medium
82716,"Track: Музыкант. Artist: C.H.E.R.N.O.B.Y.L.. Album: INEVITABLE WAR. From Volzhsky, Russia. Tags: punk rock, southern citys lab, netlabel, russia, hardcore-punk, street punk, diy, chernobyl.",Punk|Rock|Hardcore,C.H.E.R.N.O.B.Y.L.,train,Rock,medium
82720,"Track: Oi!. Artist: C.H.E.R.N.O.B.Y.L.. Album: INEVITABLE WAR. From Volzhsky, Russia. Tags: punk rock, southern citys lab, netlabel, russia, hardcore-punk, street punk, diy, chernobyl.",Punk|Rock|Hardcore,C.H.E.R.N.O.B.Y.L.,train,Rock,medium
82756,"Track: Snowboard. Artist: Pornophonik. Album: Archives 2. From Pepinster, Liège Belgium. Tags: pornophonik.",Glitch|IDM|Electronic,Pornophonik,train,Electronic,medium
82758,"Track: Santa Claus. Artist: Pornophonik. Album: Archives 2. From Pepinster, Liège Belgium. Tags: pornophonik.",Glitch|IDM|Electronic,Pornophonik,train,Electronic,medium
82773,"Track: Freaks. Artist: Pornophonik. Album: Archives 2. From Pepinster, Liège Belgium. Tags: pornophonik.",Glitch|IDM|Electronic,Pornophonik,train,Electronic,medium
82778,Track: Bad Business. Artist: The Impossebulls. Album: Made by History (Decade One: 2000-2010). Tags: the impossebulls.,Hip-Hop,The Impossebulls,test,Hip-Hop,small
82780,Track: World Full of Sadness. Artist: The Impossebulls. Album: Made by History (Decade One: 2000-2010). Tags: the impossebulls.,Hip-Hop,The Impossebulls,test,Hip-Hop,small
82785,Track: This is a Pop Song. Artist: The Impossebulls. Album: Made by History (Decade One: 2000-2010). Tags: the impossebulls.,Hip-Hop,The Impossebulls,test,Hip-Hop,medium
82786,Track: We Don't Need You: Part 3. Artist: The Impossebulls. Album: Made by History (Decade One: 2000-2010). Tags: the impossebulls.,Hip-Hop,The Impossebulls,test,Hip-Hop,medium
82860,Track: Absolute. Artist: Daizy. Album: The Daizy Factory. From Belgium. Tags: daizy.,Chill-out|House|Electronic,Daizy,train,Electronic,medium
82862,Track: Goodbye. Artist: Daizy. Album: The Daizy Factory. From Belgium. Tags: daizy.,Chill-out|House|Electronic,Daizy,train,Electronic,medium
82881,Track: Strange Things Will Happen on Interstate 70. Artist: Fields Ohio. Album: Fields of Ohio. From New York City. Tags: fields of ohio.,Sound Collage|Experimental,Fields Ohio,train,Experimental,small
82882,Track: Lake Erie Shipwrecks. Artist: Fields Ohio. Album: Fields of Ohio. From New York City. Tags: fields of ohio.,Sound Collage|Experimental,Fields Ohio,train,Experimental,medium
82883,Track: Youngstown Speakeasy Akron Blues. Artist: Fields Ohio. Album: Fields of Ohio. From New York City. Tags: fields of ohio.,Sound Collage|Experimental,Fields Ohio,train,Experimental,medium
82884,Track: Airport Lungs No Memory. Artist: Fields Ohio. Album: Fields of Ohio. From New York City. Tags: fields of ohio.,Sound Collage|Experimental,Fields Ohio,train,Experimental,medium
82885,Track: Great Recession Watershed. Artist: Fields Ohio. Album: Fields of Ohio. From New York City. Tags: fields of ohio.,Sound Collage|Experimental,Fields Ohio,train,Experimental,medium
82886,Track: Mid-American Chant/ Winter of Song. Artist: Fields Ohio. Album: Fields of Ohio. From New York City. Tags: fields of ohio.,Sound Collage|Experimental,Fields Ohio,train,Experimental,small
82887,Track: South Campus Blocks. Artist: Fields Ohio. Album: Fields of Ohio. From New York City. Tags: fields of ohio.,Sound Collage|Experimental,Fields Ohio,train,Experimental,medium
82888,Track: Waumee Floods. Artist: Fields Ohio. Album: Fields of Ohio. From New York City. Tags: fields of ohio.,Sound Collage|Experimental,Fields Ohio,train,Experimental,medium
82889,Track: Tumble Through the Hills Without Books. Artist: Fields Ohio. Album: Fields of Ohio. From New York City. Tags: fields of ohio.,Sound Collage|Experimental,Fields Ohio,train,Experimental,medium
82890,Track: 1919 Cleveland May Day Riots/ Buried in the Serpent Mounds. Artist: Fields Ohio. Album: Fields of Ohio. From New York City. Tags: fields of ohio.,Sound Collage|Experimental,Fields Ohio,train,Experimental,small
82891,"Track: Listen Hear Glide Dear. Artist: Mice Parade. Album: Live on WFMU's 100% Whatever with Mary Wing - March 21, 2013. From New York City. Tags: mice parade.",Folk,Mice Parade,train,Folk,medium
82892,"Track: Warm Hand in Farmland. Artist: Mice Parade. Album: Live on WFMU's 100% Whatever with Mary Wing - March 21, 2013. From New York City. Tags: mice parade.",Folk,Mice Parade,train,Folk,small
82893,"Track: Double Dolphins On The Nickel. Artist: Mice Parade. Album: Live on WFMU's 100% Whatever with Mary Wing - March 21, 2013. From New York City. Tags: mice parade.",Folk,Mice Parade,train,Folk,small
82895,"Track: Two, Three, Fall. Artist: Mice Parade. Album: Live on WFMU's 100% Whatever with Mary Wing - March 21, 2013. From New York City. Tags: mice parade.",Folk,Mice Parade,train,Folk,medium
82897,"Track: Candela. Artist: Mice Parade. Album: Live on WFMU's 100% Whatever with Mary Wing - March 21, 2013. From New York City. Tags: mice parade.",Folk,Mice Parade,train,Folk,medium
82898,"Track: It Hangs Heavy. Artist: Pharmakon. Album: Live on WFMU's Distort Jersey City with Deed Runlea - April 10, 2013. From Brooklyn, NY. Tags: pharmakon.",Rock,Pharmakon,train,Rock,medium
82899,"Track: Ache. Artist: Pharmakon. Album: Live on WFMU's Distort Jersey City with Deed Runlea - April 10, 2013. From Brooklyn, NY. Tags: pharmakon.",Rock,Pharmakon,train,Rock,medium
82900,"Track: Big Purse. Artist: Plates Of Cake. Album: Live on WFMU's The Long Rally with Scott McDowell - March 22, 2013. From Brooklyn. NY. Tags: plates of cake.",Indie-Rock|Rock,Plates Of Cake,train,Rock,medium
82904,"Track: Late Last London. Artist: Plates Of Cake. Album: Live on WFMU's The Long Rally with Scott McDowell - March 22, 2013. From Brooklyn. NY. Tags: plates of cake.",Indie-Rock|Rock,Plates Of Cake,train,Rock,medium
82908,"Track: Ticket To The Races. Artist: Plates Of Cake. Album: Live on WFMU's The Long Rally with Scott McDowell - March 22, 2013. From Brooklyn. NY. Tags: plates of cake.",Indie-Rock|Rock,Plates Of Cake,train,Rock,medium
82911,"Track: Teenage Evil. Artist: Plates Of Cake. Album: Live on WFMU's The Long Rally with Scott McDowell - March 22, 2013. From Brooklyn. NY. Tags: plates of cake.",Indie-Rock|Rock,Plates Of Cake,train,Rock,medium
82913,"Track: Jade Vine. Artist: Plates Of Cake. Album: Live on WFMU's The Long Rally with Scott McDowell - March 22, 2013. From Brooklyn. NY. Tags: plates of cake.",Indie-Rock|Rock,Plates Of Cake,train,Rock,medium
82914,"Track: Bonnies Theme. Artist: krackatoa. Album: Dining On Backs of the Brave. From Auckland, New Zealand. Tags: tarantino, quentin tarantino, drew brophy, big surf, waves, surfer, surf, music for video, music for film, funeral, alone, nature.",Soundtrack|Instrumental,krackatoa,train,Instrumental,small
82915,"Track: Dining on Backs of the Brave. Artist: krackatoa. Album: Dining On Backs of the Brave. From Auckland, New Zealand. Tags: tarantino, quentin tarantino, drew brophy, big surf, waves, surfer, surf, music for video, music for film, funeral, alone, nature.",Soundtrack|Instrumental,krackatoa,train,Instrumental,small
82916,"Track: Chasing Butterflies into the Snow. Artist: krackatoa. Album: Dining On Backs of the Brave. From Auckland, New Zealand. Tags: tarantino, quentin tarantino, drew brophy, big surf, waves, surfer, surf, music for video, music for film, funeral, alone, nature.",Soundtrack|Instrumental,krackatoa,train,Instrumental,small
82917,"Track: Handguns in Heaven. Artist: krackatoa. Album: Dining On Backs of the Brave. From Auckland, New Zealand. Tags: tarantino, quentin tarantino, drew brophy, big surf, waves, surfer, surf, music for video, music for film, funeral, alone, nature.",Soundtrack|Instrumental,krackatoa,train,Instrumental,small
82918,"Track: Ascent of Sham. Artist: krackatoa. Album: Dining On Backs of the Brave. From Auckland, New Zealand. Tags: tarantino, quentin tarantino, drew brophy, big surf, waves, surfer, surf, music for video, music for film, funeral, alone, nature.",Soundtrack|Instrumental,krackatoa,train,Instrumental,small
82919,"Track: Corporate Conga Line. Artist: krackatoa. Album: Dining On Backs of the Brave. From Auckland, New Zealand. Tags: tarantino, quentin tarantino, drew brophy, big surf, waves, surfer, surf, music for video, music for film, funeral, alone, nature.",Soundtrack|Instrumental,krackatoa,train,Instrumental,small
82920,"Track: Opus Delorean. Artist: krackatoa. Album: Dining On Backs of the Brave. From Auckland, New Zealand. Tags: tarantino, quentin tarantino, drew brophy, big surf, waves, surfer, surf, music for video, music for film, funeral, alone, nature.",Soundtrack|Instrumental,krackatoa,train,Instrumental,small
82921,"Track: Crawling Down Walls. Artist: krackatoa. Album: Dining On Backs of the Brave. From Auckland, New Zealand. Tags: tarantino, quentin tarantino, drew brophy, big surf, waves, surfer, surf, music for video, music for film, funeral, alone, nature.",Soundtrack|Instrumental,krackatoa,train,Instrumental,small
82928,"Track: Diwali Charlie. Artist: krackatoa. Album: Dining On Backs of the Brave. From Auckland, New Zealand. Tags: tarantino, quentin tarantino, drew brophy, big surf, waves, surfer, surf, music for video, music for film, funeral, alone, nature.",Soundtrack|Instrumental,krackatoa,train,Instrumental,small
82929,"Track: Horizon Mine. Artist: krackatoa. Album: Dining On Backs of the Brave. From Auckland, New Zealand. Tags: tarantino, quentin tarantino, drew brophy, big surf, waves, surfer, surf, music for video, music for film, funeral, alone, nature.",Soundtrack|Instrumental,krackatoa,train,Instrumental,small
82930,"Track: Opotiki Over and Out. Artist: krackatoa. Album: Dining On Backs of the Brave. From Auckland, New Zealand. Tags: tarantino, quentin tarantino, drew brophy, big surf, waves, surfer, surf, music for video, music for film, funeral, alone, nature.",Soundtrack|Instrumental,krackatoa,train,Instrumental,small
82931,"Track: Hefty Leftie Drop Attack. Artist: krackatoa. Album: Dining On Backs of the Brave. From Auckland, New Zealand. Tags: tarantino, quentin tarantino, drew brophy, big surf, waves, surfer, surf, music for video, music for film, funeral, alone, nature.",Soundtrack|Instrumental,krackatoa,train,Instrumental,small
82932,"Track: Blank DNA of Reverence. Artist: krackatoa. Album: Dining On Backs of the Brave. From Auckland, New Zealand. Tags: tarantino, quentin tarantino, drew brophy, big surf, waves, surfer, surf, music for video, music for film, funeral, alone, nature.",Soundtrack|Instrumental,krackatoa,train,Instrumental,small
83041,"Track: Columbus. Artist: Olneyville Sound System. Album: Live at AS220, 1-29-2011. From Providence, RI. Tags: olneyville sound system.",Rock,Olneyville Sound System,train,Rock,medium
83042,"Track: Dynamite II. Artist: Olneyville Sound System. Album: Live at AS220, 1-29-2011. From Providence, RI. Tags: olneyville sound system.",Rock,Olneyville Sound System,train,Rock,medium
83043,"Track: Intro / The Wrong Stuff / Big Muffin. Artist: Olneyville Sound System. Album: Live at AS220, 1-29-2011. From Providence, RI. Tags: olneyville sound system.",Rock,Olneyville Sound System,train,Rock,medium
83044,"Track: NYC Cab Ride. Artist: Olneyville Sound System. Album: Live at AS220, 1-29-2011. From Providence, RI. Tags: olneyville sound system.",Rock,Olneyville Sound System,train,Rock,medium
83046,"Track: Steppin' On Yer Toes / Last Time I Rock N' Roll. Artist: Olneyville Sound System. Album: Live at AS220, 1-29-2011. From Providence, RI. Tags: olneyville sound system.",Rock,Olneyville Sound System,train,Rock,medium
83047,"Track: Track and Field / Bass Interlude. Artist: Olneyville Sound System. Album: Live at AS220, 1-29-2011. From Providence, RI. Tags: olneyville sound system.",Rock,Olneyville Sound System,train,Rock,medium
83053,Track: Nyans. Artist: mosaik. Album: Retork. Tags: mosaik.,Electronic,mosaik,test,Electronic,medium
83054,Track: Pearls (Silent Queen). Artist: aisth. Album: Retork. Tags: aisth.,Electronic,aisth,train,Electronic,medium
83055,Track: Reflective Deceptor. Artist: kilowatts feat. synesthesia. Album: Retork. Tags: kilowatts feat synesthesia.,Electronic,kilowatts feat. synesthesia,train,Electronic,medium
83059,Track: Film People. Artist: xhale. Album: Retork. Tags: xhale.,Electronic,xhale,train,Electronic,medium
83060,Track: From Cover To Cover. Artist: julien neto. Album: Retork. Tags: julien neto.,Electronic,julien neto,train,Electronic,medium
83062,Track: Blindness Bats. Artist: khonnor. Album: Retork. Tags: khonnor.,Electronic,khonnor,val,Electronic,medium
83065,Track: Groove2-04mix. Artist: sinespree. Album: Retork. Tags: sinespree.,Electronic,sinespree,train,Electronic,medium
83066,"Track: Chippon. Artist: Nullsleep. Album: Retork. From New York, NY 10033. Tags: nullsleep, 8bitpeoples, chiptune, post-punk, synthpop, drone, chip music, electronic, new wave, industrial, post-cyberpunk.",Electronic,Nullsleep,train,Electronic,medium
83093,"Track: Dynamite 2. Artist: Olneyville Sound System. Album: Live at WFMU on Talk's Cheap, Apr 18th 2013. From Providence, RI. Tags: olneyville sound system.",Rock|Loud-Rock,Olneyville Sound System,train,Rock,medium
83196,Track: Live in Roubaix 26/11/09. Artist: Fritz Welch. Album: WHNZ:59:UNTLD. From UK/USA. Tags: fritz welch.,Avant-Garde|Improv|Experimental,Fritz Welch,train,Experimental,medium
83200,Track: Requiem for Pashquita. Artist: Fritz Welch. Album: WHNZ:59:UNTLD. From UK/USA. Tags: fritz welch.,Avant-Garde|Improv|Experimental,Fritz Welch,train,Experimental,medium
83398,Track: do mesmo no mesmo lugar nao cabe. Artist: Filipe Guimarães. Album: Psiquiatra. Tags: filipe guimares.,Electronic,Filipe Guimarães,train,Electronic,medium
83400,Track: calma ae. Artist: Filipe Guimarães. Album: Psiquiatra. Tags: filipe guimares.,Electronic,Filipe Guimarães,train,Electronic,medium
83437,"Track: You Don't Know How Lucky You Are. Artist: Keaton Henson. Album: Live on WFMU's Shrunken Planet with Jeffrey Davison - April 20, 2013. From Britain, UK. Tags: keaton henson.",Folk,Keaton Henson,val,Folk,small
83438,"Track: Sweetheart What Have You Done To Us. Artist: Keaton Henson. Album: Live on WFMU's Shrunken Planet with Jeffrey Davison - April 20, 2013. From Britain, UK. Tags: keaton henson.",Folk,Keaton Henson,val,Folk,small
83439,"Track: Lying To You. Artist: Keaton Henson. Album: Live on WFMU's Shrunken Planet with Jeffrey Davison - April 20, 2013. From Britain, UK. Tags: keaton henson.",Folk,Keaton Henson,val,Folk,small
83440,"Track: You. Artist: Keaton Henson. Album: Live on WFMU's Shrunken Planet with Jeffrey Davison - April 20, 2013. From Britain, UK. Tags: keaton henson.",Folk,Keaton Henson,val,Folk,small
83451,"Track: Fireworks. Artist: Blanche Blanche Blanche. Album: Wink With Both Eyes. From Brattleboro, VT. Tags: vermont, brattleboro, blanche blanche blanche.",Psych-Rock|Lo-Fi|Rock,Blanche Blanche Blanche,train,Rock,medium
83507,"Track: Betsy On The Roof. Artist: Julia Holter. Album: Live on WFMU's Dark Night of the Soul with Julie - April 25, 2013. From Los Angeles, CA. Tags: julia holter.",Pop,Julia Holter,val,Pop,small
83509,"Track: When The Sea Called Me Home. Artist: Julia Holter. Album: Live on WFMU's Dark Night of the Soul with Julie - April 25, 2013. From Los Angeles, CA. Tags: julia holter.",Pop,Julia Holter,val,Pop,small
83511,"Track: Our Sorrows. Artist: Julia Holter. Album: Live on WFMU's Dark Night of the Soul with Julie - April 25, 2013. From Los Angeles, CA. Tags: julia holter.",Pop,Julia Holter,val,Pop,small
83512,"Track: Marienbad. Artist: Julia Holter. Album: Live on WFMU's Dark Night of the Soul with Julie - April 25, 2013. From Los Angeles, CA. Tags: julia holter.",Pop,Julia Holter,val,Pop,small
83513,"Track: Moni Mon Amie. Artist: Julia Holter. Album: Live on WFMU's Dark Night of the Soul with Julie - April 25, 2013. From Los Angeles, CA. Tags: julia holter.",Pop,Julia Holter,val,Pop,medium
83549,Track: tit for tat. Artist: Underling. Album: Underling LP. Tags: underling.,Hip-Hop,Underling,val,Hip-Hop,medium
83550,Track: paper dragon. Artist: Underling. Album: Underling LP. Tags: underling.,Hip-Hop,Underling,val,Hip-Hop,medium
83551,Track: no score. Artist: Underling. Album: Underling LP. Tags: underling.,Hip-Hop,Underling,val,Hip-Hop,medium
83553,Track: dm swing. Artist: Underling. Album: Underling LP. Tags: underling.,Hip-Hop,Underling,val,Hip-Hop,medium
83555,Track: 110%. Artist: Underling. Album: Underling LP. Tags: underling.,Hip-Hop,Underling,val,Hip-Hop,medium
